Latitude and Longitude,Class of Land,RVI,mean_rvi,min_rvi,max_rvi,std_rvi,Predicted Class
"(10.473895098167096, 105.53243886707584)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.40497062, 0.6436629 , 0.65162253, 0.5306452 , 0.5981038 ,
       0.7610806 , 0.9605187 , 0.6938311 , 0.5618493 , 0.6253289 ,
       0.71317315, 0.6911309 , 0.8260764 , 0.77769387, 0.84185386,
       0.61092734, 0.72404283, 0.7165245 , 0.46102843, 0.85130566,
       0.53573596, 0.8389954 , 0.58387184, 0.7689801 , 0.5915924 ,
       0.83404124, 0.65603477, 0.46075684, 0.45456615, 0.68901956,
       0.52413917, 0.5582742 , 0.47495952, 0.37317476, 0.5606063 ,
       0.5354221 , 0.5241126 , 0.5748276 , 0.696426  , 0.4906885 ,
       0.6967243 , 0.73981136, 0.64267516, 0.6212544 , 0.695708  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6392837, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.37317476)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.96051872)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.1302505)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473440869337438, 105.53243886707584)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.6075036 , 0.5187502 , 0.5074711 , 0.6537639 , 0.55326897,
       0.56798923, 0.8717922 , 0.71737677, 0.72636026, 0.6234579 ,
       0.6480791 , 0.63804495, 0.5093935 , 0.7648563 , 0.6247777 ,
       0.575036  , 0.53809285, 0.551191  , 0.55188966, 0.5709175 ,
       0.6070792 , 0.58284056, 0.62885857, 0.3783055 , 0.52342594,
       0.63420504, 0.7604297 , 0.52600527, 0.52273303, 0.4679311 ,
       0.54184073, 0.46752864, 0.36025733, 0.57214856, 0.53567064,
       0.4434976 , 0.65879357, 0.46790713, 0.6160904 , 0.66617936,
       0.4865258 , 0.5784607 , 0.79457325, 0.46478117, 0.76924354],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.58611834, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.36025733)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.8717922)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10646237)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472986640507777, 105.53243886707584)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.77402425, 0.77627033, 0.6243267 , 0.5156884 , 0.58233505,
       0.84408635, 0.56435245, 0.54405504, 0.51799375, 0.8111727 ,
       0.5557261 , 0.7550445 , 0.71842456, 0.7347315 , 0.83967906,
       0.9331579 , 0.5681574 , 0.6235168 , 1.084578  , 0.6549937 ,
       0.56244326, 0.6293316 , 0.6941658 , 0.6707592 , 0.83698094,
       0.6273715 , 0.58003896, 0.82068276, 0.6131683 , 0.4702594 ,
       0.74497646, 0.37591842, 0.63197553, 0.7666592 , 0.81417763,
       0.44128248, 0.65627414, 0.4344838 , 0.5260138 , 0.6906862 ,
       0.7411367 , 0.898056  , 0.46366715, 0.5549694 , 0.607133  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.66388726, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.37591842)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.08457804)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14536938)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472532411678117, 105.53243886707584)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.636624  , 0.73419124, 0.4690759 , 0.7081244 , 0.63844776,
       0.8691784 , 0.88963443, 0.83565044, 0.546314  , 0.7884088 ,
       0.66370755, 0.56348586, 0.7813524 , 0.6771474 , 0.69028264,
       0.8617029 , 1.0422647 , 0.54036754, 0.6006779 , 0.74434924,
       0.7278169 , 0.6762692 , 0.83856267, 0.78725076, 0.64078385,
       0.5419446 , 0.565784  , 0.62869895, 0.66958207, 0.7564462 ,
       0.7519783 , 0.80103385, 0.8233282 , 0.6192571 , 0.59453124,
       0.65840167, 0.68904626, 0.5174487 , 0.5398536 , 0.66957486,
       0.72082496, 0.68526673, 0.40568894, 0.54684395, 0.70075345],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.685288, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40568894)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.0422647)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12264898)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472078182848456, 105.53243886707584)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.6896554 , 0.76081944, 0.54297775, 0.53562564, 0.56564325,
       0.6506068 , 0.84735626, 0.6026088 , 0.8160216 , 0.6116509 ,
       0.45266232, 0.68401515, 0.5340711 , 0.6418185 , 0.578106  ,
       0.6750793 , 0.8002651 , 0.84134674, 0.6571211 , 0.57352006,
       0.66366166, 0.51833284, 0.68727666, 0.5542002 , 0.60218656,
       0.7189703 , 0.79549885, 0.46072793, 0.62646866, 0.9652204 ,
       0.67508006, 0.6358152 , 0.73615885, 0.55894166, 0.8014922 ,
       0.56115514, 0.6742339 , 0.53578395, 0.56530184, 0.5296189 ,
       0.69325334, 0.6633899 , 0.4497241 , 0.49940062, 0.69108266],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6427544, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.44972411)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.96522039)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11344387)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.475257784656076, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 46)>
array([0.5963725 , 0.5995252 , 1.4142135 , 0.64956176, 0.67595416,
       1.4142135 , 0.462563  , 0.96440107, 0.8384957 , 0.8102473 ,
       0.8647731 , 0.74858624, 0.51689285, 0.76689506, 0.9260046 ,
       0.727165  , 0.62411493, 0.739667  , 0.5561068 , 0.84968513,
       0.66380924, 0.9784811 , 0.6113117 , 0.9273585 , 0.4153705 ,
       0.66049004, 0.7020555 , 0.88272786, 0.7561653 , 0.5610387 ,
       0.83902967, 0.6234789 , 0.72495484, 0.7658751 , 0.55934197,
       0.6792956 , 0.8607563 , 0.5469975 , 0.75025296, 0.84174705,
       0.5255761 , 0.71212745, 0.67476445, 0.5576031 , 0.48427734,
       0.49837628], dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.7293195, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.41537049)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.20161107)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474803555826417, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 46)>
array([0.6324979 , 0.44469315, 1.4142135 , 0.5392864 , 0.6470871 ,
       0.74485284, 0.6777027 , 0.6661923 , 0.7721034 , 0.5881828 ,
       0.93267727, 0.5939338 , 0.56295043, 0.7184551 , 0.6671321 ,
       0.83693975, 0.6641817 , 0.86570865, 0.9597561 , 0.5492557 ,
       0.53549576, 0.7420264 , 0.55332667, 0.75780237, 0.6915303 ,
       0.41698775, 0.7246435 , 0.7843375 , 0.55868685, 0.5327183 ,
       0.7714617 , 0.41319045, 0.61311877, 1.0386903 , 0.7400145 ,
       0.53293306, 0.8099351 , 0.72615594, 0.5815129 , 0.698088  ,
       0.40105128, 0.652088  , 0.6168799 , 0.60648847, 0.5148142 ,
       0.4280662 ], dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6721706, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40105128)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.17988612)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474349326996757, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5010065 , 0.7907704 , 0.5682587 , 0.6953291 , 0.5141887 ,
       0.41209686, 0.83216685, 0.59524286, 0.53805125, 0.7189902 ,
       0.33661622, 0.77029574, 0.7600378 , 0.6248252 , 0.85615766,
       0.6833528 , 0.6913892 , 0.58858997, 0.75730777, 0.6275024 ,
       0.73398525, 0.48473528, 0.5477802 , 0.567635  , 0.5536403 ,
       0.658751  , 0.6823495 , 0.41006622, 0.7650819 , 0.5094019 ,
       0.74369496, 0.5182208 , 0.60900736, 0.46077302, 0.70416343,
       0.43895295, 0.65778047, 0.9386118 , 0.631849  , 0.64581174,
       0.76579195, 0.8239422 , 0.8537461 , 0.6483384 , 0.636575  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.64117473, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.33661622)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.93861181)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.13292125)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473895098167096, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.41834316, 0.9470108 , 0.43449342, 0.6425023 , 0.7644786 ,
       0.5690474 , 0.84145856, 0.77778935, 0.64107376, 0.78338635,
       0.5561578 , 0.6983285 , 0.4558281 , 0.868103  , 0.6404064 ,
       0.65247685, 0.8222037 , 0.50432205, 0.5382793 , 1.0510672 ,
       0.77049536, 0.58900434, 0.8648212 , 0.83858764, 0.58735573,
       0.6450965 , 0.7377283 , 0.6088267 , 0.7975439 , 0.76297045,
       0.6130318 , 0.7091455 , 0.63122976, 0.60389984, 0.7030022 ,
       0.41784465, 0.8887791 , 0.8623472 , 0.58867633, 0.5881331 ,
       0.78469115, 0.53897375, 0.7642488 , 0.7538616 , 0.6560224 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6869572, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.41784465)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.05106723)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14252253)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473440869337438, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.74337083, 0.5114871 , 0.6021454 , 0.67312944, 0.54318035,
       0.65416974, 0.6300315 , 0.84104925, 0.82308173, 0.6045715 ,
       0.63762134, 0.82100993, 0.7829897 , 0.6489145 , 0.6403313 ,
       0.55561435, 0.60198987, 0.56859607, 0.49171233, 0.6809077 ,
       0.9169604 , 0.7504062 , 0.44990343, 0.53007305, 0.5963116 ,
       0.61306566, 0.66367954, 0.84165984, 0.65507066, 0.4910709 ,
       0.5033637 , 0.7282806 , 0.5708582 , 0.5108924 , 0.47446156,
       0.50003725, 0.6812559 , 0.44727477, 0.5787851 , 0.7494383 ,
       0.44472834, 0.6671048 , 0.5246256 , 0.66735435, 0.62496626],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6275008, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.44472834)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.91696042)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11587388)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472986640507777, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5179005 , 0.4251168 , 0.6139008 , 0.4173569 , 0.43270552,
       0.6022546 , 0.47396785, 0.6812133 , 0.70877725, 0.66867906,
       0.5911451 , 0.53300464, 0.5867454 , 0.53334516, 0.6842118 ,
       0.94062424, 0.5621199 , 0.48119286, 0.7489142 , 0.51472414,
       0.6894524 , 0.600613  , 0.66220033, 0.6495267 , 0.7011982 ,
       0.57590204, 0.46440634, 0.8591481 , 0.6474692 , 0.55577445,
       0.78619534, 0.51466346, 0.7106921 , 0.6131096 , 0.6019221 ,
       0.7824826 , 0.54796493, 0.5344775 , 0.60322297, 0.69694877,
       0.5991893 , 0.6010429 , 0.47349083, 0.6413868 , 0.5835212 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.60919785, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.41735691)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.94062424)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11039007)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472532411678117, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.43665746, 0.7132662 , 0.45932305, 0.6582362 , 0.3813335 ,
       0.7005512 , 0.6797739 , 0.67902225, 0.5489447 , 0.81855315,
       0.67537755, 0.7004895 , 0.83858025, 0.59723794, 0.895499  ,
       0.9861888 , 0.87974274, 0.4599234 , 0.5358613 , 0.4104878 ,
       0.60730183, 0.80461985, 0.5796921 , 0.6731802 , 0.6115879 ,
       0.6544926 , 0.72690696, 1.0630368 , 0.5224301 , 0.62564695,
       0.95016396, 0.60703665, 0.806002  , 0.51804614, 0.39387614,
       0.59128237, 0.45638457, 0.2652887 , 0.6664546 , 0.76302606,
       0.32720658, 0.6866611 , 0.57385176, 0.57671046, 0.5972479 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6378485, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.26528871)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.0630368)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.17096972)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472078182848456, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.74326384, 0.6814654 , 0.5550511 , 0.4790835 , 0.5330188 ,
       0.7664043 , 0.5929592 , 0.7032619 , 0.8018663 , 0.71706206,
       0.6460683 , 0.7050511 , 0.62970984, 0.58184755, 0.51234347,
       0.81478995, 0.6979135 , 0.5785886 , 0.8403685 , 0.71973205,
       0.55571747, 0.4945133 , 0.56174314, 0.674893  , 0.8151294 ,
       0.50584465, 0.73153895, 0.47557896, 0.56612307, 0.5614489 ,
       0.5253286 , 0.43888178, 0.77348745, 0.67723864, 0.7737867 ,
       0.6680925 , 0.66287816, 0.47554314, 0.5520299 , 0.5347906 ,
       0.46191105, 0.6649457 , 0.42111367, 0.5165013 , 0.8911287 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.62844527, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.42111367)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.89112872)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11937367)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.471623954018797, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.57927185, 0.60135436, 0.6547096 , 0.551922  , 0.51345605,
       0.53687286, 0.45848152, 0.6587907 , 0.529741  , 0.6409367 ,
       0.5326185 , 0.47863802, 0.743944  , 0.5030569 , 0.61051446,
       0.7067773 , 0.79592377, 0.56091976, 0.673346  , 0.49441853,
       0.62525046, 0.4486241 , 0.51286703, 0.52350575, 0.6965543 ,
       0.7266315 , 0.69100994, 0.43769634, 0.69554937, 0.65714234,
       0.6438473 , 0.44941035, 0.617489  , 0.9008564 , 0.45451906,
       0.6527918 , 0.73569894, 0.68377125, 0.5122503 , 0.5378616 ,
       0.60504943, 0.6350788 , 0.55979776, 0.73061526, 0.8109656 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6082339, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.43769634)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.90085638)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10664309)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.471169725189137, 105.53289309590548)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.6425576 , 0.81790113, 0.6304039 , 0.495082  , 0.5973785 ,
       0.54698974, 0.6812404 , 0.6747332 , 0.5596171 , 0.83296734,
       0.6301684 , 0.6641547 , 0.63435876, 0.6755768 , 0.62861776,
       0.5953584 , 0.67691016, 0.5435839 , 0.7295214 , 0.68472934,
       0.7939126 , 0.4688692 , 0.52863145, 0.5269923 , 0.55559397,
       0.7662086 , 0.49805465, 0.56149554, 0.6135925 , 0.70975965,
       0.640778  , 0.49974748, 0.73088586, 0.5033602 , 0.605608  ,
       0.39561507, 0.5986542 , 0.6925369 , 0.7337364 , 0.5078859 ,
       0.5350892 , 0.5502305 , 0.6189062 , 0.6489471 , 0.6466162 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.61941236, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.39561507)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.83296734)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09503809)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.475257784656076, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.4666794 , 0.79225314, 1.4142135 , 0.56979567, 0.44454157,
       1.4142135 , 0.64290214, 0.755799  , 0.59984696, 0.7367594 ,
       0.5548643 , 0.5705146 , 0.5553836 , 0.77712244, 0.93331116,
       1.0163792 , 0.7519954 , 0.7253452 , 0.64024454, 0.6732593 ,
       0.63849133, 0.58756095, 0.61667496, 0.3841076 , 0.40878835,
       0.8230498 , 0.65911406, 0.58345073, 0.5968182 , 0.54623735,
       0.6866346 , 0.49335706, 0.81747776, 0.50480694, 0.78958553,
       0.9352904 , 0.72230816, 0.7220837 , 0.5879454 , 0.61634475,
       0.44875732, 0.64398193, 0.84125024, 0.57218003, 0.7357374 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6888324, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.38410759)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.2086754)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474803555826417, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 46)>
array([0.6863327 , 0.59222364, 1.4142135 , 0.52593017, 0.57277197,
       0.75811917, 0.67596364, 0.6491587 , 0.5608068 , 0.651301  ,
       0.46203554, 0.5735067 , 0.7258053 , 0.6729301 , 0.55089796,
       0.745045  , 0.73258764, 0.594508  , 0.81267565, 0.43819898,
       0.7281695 , 0.7705504 , 0.69102246, 0.7075623 , 0.6318919 ,
       0.69146806, 0.762309  , 0.63170576, 0.5745208 , 0.5732499 ,
       0.83413434, 0.39681616, 0.58341616, 0.8063536 , 0.50454307,
       0.5171661 , 0.57523507, 0.57768536, 0.8506758 , 0.59271955,
       0.5175954 , 0.5317824 , 0.5836973 , 0.7838121 , 0.58643323,
       0.5979775 ], dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.65211964, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.39681616)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.15537636)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474349326996757, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.4633052 , 0.6392001 , 0.68789345, 0.6975142 , 0.6802354 ,
       0.48030046, 0.8331039 , 0.6318471 , 0.6548769 , 0.45455042,
       0.6926458 , 0.5954812 , 0.49755144, 0.6801635 , 0.6785267 ,
       0.7045757 , 0.6239616 , 0.50668794, 0.64187205, 0.826085  ,
       0.64799684, 0.7464994 , 0.7488364 , 0.5230881 , 0.61820966,
       0.7377206 , 0.51811814, 0.55792564, 0.47182518, 0.6711769 ,
       0.4932378 , 0.48188412, 0.7155696 , 0.46587637, 0.61802113,
       0.6565905 , 0.612901  , 0.75855976, 0.6736513 , 0.63836426,
       0.59117216, 0.48582277, 0.79449487, 0.4788276 , 0.65202594],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6228616, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.45455042)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.8331039)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10337187)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473895098167096, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.46412277, 0.8593634 , 0.54212177, 1.0116928 , 0.69509095,
       0.6153406 , 0.8142537 , 0.5531254 , 0.62551755, 0.6971557 ,
       0.5797758 , 0.65759814, 0.5376885 , 0.9637644 , 1.0652643 ,
       0.95256156, 0.9325023 , 0.7431116 , 0.6129916 , 0.4348543 ,
       0.6177613 , 0.93774503, 0.7318955 , 0.45992002, 0.7167972 ,
       0.81147563, 0.5192027 , 0.6804389 , 0.8516144 , 0.60563666,
       0.67514104, 0.677563  , 0.737597  , 0.82054377, 0.7759919 ,
       0.48696867, 0.5712778 , 0.6864268 , 0.6028521 , 0.7089849 ,
       0.5380329 , 0.5181577 , 0.72146904, 0.8466964 , 0.4958926 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.69231075, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.4348543)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.06526434)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.1569172)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473440869337438, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5794562 , 0.73941517, 0.78992116, 0.9871736 , 0.7081596 ,
       0.90487117, 0.52121836, 0.72382337, 0.55894285, 0.7711392 ,
       0.50876886, 0.6377137 , 0.8131931 , 0.50546324, 0.6829868 ,
       0.78982073, 0.69968396, 1.0909475 , 0.8132441 , 0.6053841 ,
       0.78903544, 0.89025027, 0.7483137 , 0.44044465, 0.58757   ,
       0.51575094, 0.6834931 , 0.7294793 , 0.5494014 , 0.6082583 ,
       0.603019  , 0.7359948 , 0.567212  , 0.8430925 , 0.69477135,
       0.5232476 , 0.68361646, 0.39495704, 0.59926945, 0.88788223,
       0.68543625, 0.6744674 , 0.58593786, 0.70791996, 0.7061198 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.685917, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.39495704)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.09094751)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14116901)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472986640507777, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5787614 , 0.65552366, 0.44305027, 0.58852965, 0.73516613,
       0.5839847 , 0.4709084 , 0.68963873, 0.4542495 , 0.5107696 ,
       0.60931885, 0.5149973 , 0.7335457 , 0.37197602, 0.69513047,
       0.4976411 , 0.5298926 , 0.7864042 , 0.71038336, 0.6642982 ,
       0.7772844 , 0.86720234, 0.75411445, 0.53932756, 0.5722664 ,
       0.6284707 , 0.6477982 , 0.5034828 , 0.63714844, 0.7791756 ,
       0.44452032, 0.8050524 , 0.84435195, 0.5066943 , 0.61732405,
       0.62544286, 0.47453457, 0.37958148, 0.5817124 , 0.5782181 ,
       0.6041678 , 0.5025268 , 0.6384297 , 0.7702971 , 0.5428567 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6099145, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.37197602)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.86720234)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12200703)
Coordinates:
    spatial_ref  int32 4326",Non Rice
